ROWNUMBER,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALES_PRICE,SALE DATE
152,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1316, ,R4,100 AVENUE A,4E,10009,1,0,1,2014,2,R4,1236.30,2016-12-16
153,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1317, ,R4,100 AVENUE A,5A,10009,1,0,1,2014,2,R4,1934.68,2016-12-06
154,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1318, ,R4,100 AVENUE A,5B,10009,1,0,1,2014,2,R4,1237.00,2017-01-13
155,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1319, ,R4,100 AVENUE A,5C,10009,1,0,1,2014,2,R4,1461.19,2016-12-08
156,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1320, ,R4,100 AVENUE A,5D,10009,1,0,1,2014,2,R4,1957.48,2016-12-16
157,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1321, ,R4,100 AVENUE A,5E,10009,1,0,1,2014,2,R4,1221.90,2017-02-24
158,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1322, ,R4,100 AVENUE A,6A,10009,1,0,1,2014,2,R4,2250.00,2016-12-21
159,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1323, ,R4,100 AVENUE A,6B,10009,1,0,1,2014,2,R4,1495.00,2016-12-21
160,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1324, ,R4,100 AVENUE A,6C,10009,1,0,1,2014,2,R4,1310.00,2017-03-30
161,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1325, ,R4,100 AVENUE A,6D,10009,1,0,1,2014,2,R4,1934.68,2017-04-14
162,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1326, ,R4,100 AVENUE A,6E,10009,1,0,1,2014,2,R4,1250.00,2017-05-22
163,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1327, ,R4,100 AVENUE A,7A,10009,1,0,1,2014,2,R4,2611.81,2016-12-29
164,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1328, ,R4,100 AVENUE A,7B,10009,1,0,1,2014,2,R4,4159.55,2016-12-21
165,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1329, ,R4,100 AVENUE A,7E,10009,1,0,1,2014,2,R4,1303.36,2017-05-19
166,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1330, ,R4,100 AVENUE A,PHA,10009,1,0,1,2014,2,R4,2250.00,2017-02-08
167,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1331, ,R4,100 AVENUE A,PHB,10009,1,0,1,2014,2,R4,2392.89,2016-12-09
168,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1332, ,R4,100 AVENUE A,PHC,10009,1,0,1,2014,2,R4,1578.29,2016-12-06
169,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1333, ,R4,100 AVENUE A,PHE,10009,1,0,1,2014,2,R4,1400.09,2017-01-30
170,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,405,1303, ,R4,525 EAST 11TH   STREET,3B,10009,1,0,1,1965,2,R4,4552.38,2016-11-08
171,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,405,1309, ,R4,525 EAST 11TH   STREET,4B,10009,1,0,1,1965,2,R4,0.00,2016-11-08
172,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,405,1315, ,R4,525 EAST 11TH STREET,5B,10009,1,0,1,1965,2,R4,750.00,2017-03-02
173,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,405,1322, ,R4,525 EAST 11TH STREET,6C,10009,1,0,1,1965,2,R4,2385.00,2017-05-08
174,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,406,1203, ,R4,536 EAST 13TH   STREET,2R,10009,1,0,1,2013,2,R4,1400.09,2017-01-05
175,1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,406,1207, ,R4,536 EAST 13TH   STREET,4R,10009,1,0,1,2013,2,R4,1478.50,2016-10-11
176,1,ALPHABET CITY,14 RENTALS - 4-10 UNIT                     ,2A,391,19, ,S3,624 EAST 9TH   STREET, ,10009,3,1,4,1910,2,S3,3300.00,2016-11-15
177,1,ALPHABET CITY,14 RENTALS - 4-10 UNIT                     ,2A,393,4, ,S4,165 AVENUE B, ,10009,4,1,5,1900,2,S4,7215.00,2017-01-30
178,1,ALPHABET CITY,14 RENTALS - 4-10 UNIT                     ,2A,394,5, ,S5,183 AVENUE B, ,10009,5,1,6,1910,2,S5,4750.00,2017-04-03
179,1,ALPHABET CITY,14 RENTALS - 4-10 UNIT                     ,2A,394,5, ,S5,183 AVENUE B, ,10009,5,1,6,1910,2,S5,0.00,2017-04-03
180,1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,372,1003, ,R1,296 EAST 2ND STREET,D,10009,1,0,1,2003,2,R1,805.00,2016-09-06
181,1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,372,1004, ,R1,296 EAST 2ND   STREET,E,10009,1,0,1,2003,2,R1,735.00,2016-11-28
182,1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,375,1105, ,R1,753 EAST 5TH   STREET,2A,10009,1,0,1,2003,2,R1,810.00,2016-11-14
183,1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,375,1110, ,R1,753 EAST 5TH   STREET,4C,10009,1,0,1,2003,2,R1,0.00,2016-12-07
184,1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,384,1007, ,R1,211-213 EAST 2ND STREET,7,10009,1,0,1,2005,2,R1,3035.00,2017-04-20
185,1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,394,1304, ,R1,619 EAST 11 STREET,2B,10009,1,0,1,0,2,R1,630.00,2017-01-20
186,1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,394,1306, ,R1,619 EAST 11TH ST.,3B,10009,1,0,1,0,2,R1,680.00,2017-05-05
187,1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,394,1401, ,R1,643 EAST 11TH,1,10009,1,0,1,2006,2,R1,0.00,2016-11-16
188,1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,394,1408, ,R1,643 EAST 11TH STREET,8,10009,1,0,1,2006,2,R1,995.00,2017-07-18
189,1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,405,1108, ,R1,549 EAST 11TH STREET,B3,10009,1,0,1,0,2,R1,494.50,2017-08-04
190,1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,406,1104, ,R1,525 EAST 12TH STREET,4A,10009,1,0,1,2007,2,R1,1875.00,2017-05-15
191,1,ALPHABET CITY,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,384,1301, ,R8,209 EAST 2ND   STREET,1,10009,0,1,1,1900,2,R8,2700.00,2017-07-31
192,1,ALPHABET CITY,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,387,1001, ,R8,67 AVENUE C,C1,10009,0,1,1,1951,2,R8,1500.00,2017-06-07
193,1,ALPHABET CITY,17 CONDO COOPS                             ,2,389,1003, ,R9,"99 AVENUE B, 2A", ,10009,0,0,0,1900,2,R9,635.00,2016-11-02
194,1,ALPHABET CITY,17 CONDO COOPS                             ,2,389,1003, ,R9,"99 AVENUE B, 3A", ,10009,0,0,0,1900,2,R9,700.00,2017-04-19
195,1,ALPHABET CITY,17 CONDO COOPS                             ,2,389,1003, ,R9,"99 AVENUE B, 6BC", ,10009,0,0,0,1900,2,R9,1100.00,2017-06-12
196,1,ALPHABET CITY,17 CONDO COOPS                             ,2,389,1003, ,R9,"99 AVENUE B, 6ED", ,10009,0,0,0,1900,2,R9,1900.00,2017-08-07
197,1,ALPHABET CITY,17 CONDO COOPS                             ,2,398,1102, ,R9,"186 EAST 2ND   STREET, 8", ,10009,0,0,0,1920,2,R9,485.00,2017-07-11
198,1,ALPHABET CITY,17 CONDO COOPS                             ,2,399,1002, ,R9,"50 AVENUE A, 2D", ,10009,0,0,0,1920,2,R9,1175.00,2017-02-01
199,1,ALPHABET CITY,22 STORE BUILDINGS                         ,4,390,34, ,K4,115 AVENUE C, ,10009,0,1,1,1899,4,K4,3700.00,2016-09-28
200,1,ALPHABET CITY,37 RELIGIOUS FACILITIES                    ,4,399,11, ,M9,206 EAST 4TH   STREET, ,10009,0,1,1,1900,4,M9,0.00,2017-01-13
201,1,ALPHABET CITY,37 RELIGIOUS FACILITIES                    ,4,399,51, ,M3,173 EAST 3RD   STREET, ,10009,0,1,1,1900,4,M3,0.00,2017-01-13
202,1,ALPHABET CITY,42 CONDO CULTURAL/MEDICAL/EDUCATIONAL/ETC  , ,394,1601, , ,183-189 AVENUE B, ,0,0,0,0,0,4,RA,0.00,2017-08-09
203,1,ALPHABET CITY,46 CONDO STORE BUILDINGS                   ,4,384,1201, ,RK,310 EAST HOUSTON STREET,COM,10002,0,0,1,2005,4,RK,10800.00,2017-03-10
204,1,ALPHABET CITY,46 CONDO STORE BUILDINGS                   ,4,397,1302, ,RK,250 EAST HOUSTON STREET,UNIT2,10002,0,0,1,1989,4,RK,52625.00,2016-10-19
205,1,ALPHABET CITY,46 CONDO STORE BUILDINGS                   ,4,397,1303, ,RK,250 EAST HOUSTON STREET,UNIT3,10002,0,0,1,1989,4,RK,0.00,2016-10-19
206,1,ALPHABET CITY,47 CONDO NON-BUSINESS STORAGE              ,4,378,1031, ,RS,399 EAST 8TH   STREET,S1,10009,0,0,1,2014,4,RS,0.00,2017-07-14
207,1,ALPHABET CITY,47 CONDO NON-BUSINESS STORAGE              ,4,378,1033, ,RS,399 EAST 8TH   STREET,S3,10009,0,0,1,2014,4,RS,0.00,2017-07-14
208,1,CHELSEA,01 ONE FAMILY DWELLINGS                    ,1,766,13, ,A9,251 WEST 16TH   STREET, ,10011,1,0,1,1910,1,A9,0.00,2017-01-06
209,1,CHELSEA,01 ONE FAMILY DWELLINGS                    ,1,766,13, ,A9,251 WEST 16TH   STREET, ,10011,1,0,1,1910,1,A9,0.00,2016-10-20
210,1,CHELSEA,01 ONE FAMILY DWELLINGS                    ,1,771,52, ,A9,224 WEST 22ND   STREET, ,10011,1,0,1,1901,1,A9,7425.00,2016-12-30
214,1,CHELSEA,02 TWO FAMILY DWELLINGS                    ,1,743,61, ,B3,328 WEST 20TH STREET, ,10011,2,0,2,1910,1,B3,0.00,2017-02-24
215,1,CHELSEA,02 TWO FAMILY DWELLINGS                    ,1,766,18, ,B1,241 WEST 16TH   STREET, ,10011,2,0,2,1901,1,B1,0.00,2017-03-28
216,1,CHELSEA,02 TWO FAMILY DWELLINGS                    ,1,769,49, ,S2,218 WEST 20TH   STREET, ,10011,2,1,3,1920,1,S2,7750.00,2017-04-17
217,1,CHELSEA,03 THREE FAMILY DWELLINGS                  ,1,717,47, ,C0,406 WEST 20TH STREET, ,10011,3,0,3,1901,1,C0,0.00,2017-01-31
218,1,CHELSEA,03 THREE FAMILY DWELLINGS                  ,1,719,67, ,C0,444 WEST 22ND STREET, ,10011,3,0,3,1901,1,C0,8300.00,2017-02-02
219,1,CHELSEA,04 TAX CLASS 1 CONDOS                      ,1C,791,1002, ,R6,121 WEST 15TH STREET,2,10011,1,0,1,1920,1,R6,2850.00,2017-04-20
220,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,696,37, ,C4,253 10TH   AVENUE, ,10001,6,1,7,1901,2,C4,16000.00,2016-09-08
221,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,719,47, ,C5,406 WEST 22ND   STREET, ,10011,10,0,10,1900,2,C5,0.00,2017-06-12
222,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2A,722,6, ,C3,459 WEST 24TH   STREET, ,10011,4,0,4,1910,2,C3,5950.00,2016-10-26
223,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2,743,56, ,C5,318 WEST 20TH STREET, ,10011,24,0,24,1900,2,C5,7375.00,2017-02-06
224,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2A,745,63, ,C3,348 WEST 22ND STREET, ,10011,4,0,4,1900,2,C3,8000.00,2017-02-06
225,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2,764,68, ,C4,256 WEST 15TH STREET, ,10011,22,2,24,1901,2,C4,14100.00,2017-03-23
226,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,765,25, ,C4,219 WEST 15TH STREET, ,10011,9,0,9,1901,2,C4,1583.84,2017-08-31
227,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,765,25, ,C4,219 WEST 15TH STREET, ,10011,9,0,9,1901,2,C4,416.79,2017-08-31
228,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,765,25, ,C4,219 WEST 15TH STREET, ,10011,9,0,9,1901,2,C4,630.37,2017-08-31
229,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2A,765,26, ,C3,217 WEST 15TH  STREET, ,10011,4,0,4,1901,2,C3,0.00,2017-07-27
230,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,770,3, ,C4,202 8TH AVE, ,10011,8,1,9,1901,2,C4,0.00,2016-09-12
231,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,770,53, ,C1,222 WEST 21ST   STREET, ,10011,9,0,9,1920,2,C1,29400.00,2016-11-10
232,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2,770,54, ,C1,224 WEST 21ST   STREET, ,10011,16,0,16,1920,2,C1,0.00,2016-11-10
233,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,772,30, ,C1,229 WEST 22ND   STREET, ,10011,8,0,8,1910,2,C1,0.00,2016-10-28
234,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,790,8, ,C7,149 WEST 14TH STREET, ,10011,8,1,9,1920,2,C7,6450.00,2017-02-02
235,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2,790,9, ,C7,147 WEST 14TH STREET, ,10011,15,1,16,1901,2,C7,5500.00,2017-02-02
236,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,790,10, ,C7,145 WEST 14TH STREET, ,10011,8,1,9,1920,2,C7,5750.00,2017-02-02
237,1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,790,63, ,C1,148 WEST 15TH   STREET, ,10011,8,0,8,1910,2,C1,3485.00,2016-12-05
238,1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS           ,2B,695,6, ,D6,559 WEST 23RD   STREET, ,10011,6,1,7,2014,2,D6,4600.00,2016-11-29
239,1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS           ,2,700,27, ,D6,509 WEST 28TH   STREET, ,10001,210,1,211,2014,2,D6,0.00,2017-05-25
240,1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS           ,2,700,42, ,D6,512 WEST 29TH   STREET, ,10001,210,1,211,2014,2,D6,0.00,2017-05-25
241,1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS           ,2,700,44, ,D6,516 WEST 29TH   STREET, ,10001,210,1,211,2014,2,D6,0.00,2017-05-25
242,1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS           ,2,700,45, ,D6,518 WEST 29TH   STREET, ,10001,210,1,211,2014,2,D6,0.00,2017-05-25
243,1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS           ,2,794,11, ,D7,155 WEST 18TH, ,10011,30,2,32,2014,2,D7,2341.98,2016-10-28
244,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,717,61, ,C6,"434 WEST 20TH STREET, 8", ,10011,0,0,0,1920,2,C6,1835.00,2017-06-06
245,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,717,70, ,C6,"452 WEST 20TH, THIRD", ,10011,0,0,0,1910,2,C6,700.00,2016-12-23
246,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,719,34, ,C6,"409 WEST 21ST STREET, 4", ,10011,0,0,0,1900,2,C6,1587.50,2017-07-31
247,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,719,36, ,C6,"405 WEST 21 STREET, 1F", ,10011,0,0,0,1900,2,C6,310.00,2016-11-21
248,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,719,36, ,C6,"405 WEST 21ST STREET, 3F", ,10011,0,0,0,1900,2,C6,550.00,2017-01-27
249,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,720,21, ,C6,"453 WEST 22ND STREET, 3R", ,10011,0,0,0,1900,2,C6,354.50,2016-09-26
250,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,720,34, ,C6,"429 WEST 22ND STREET, 4-G", ,10011,0,0,0,1850,2,C6,1750.00,2017-01-25
251,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,720,42, ,C6,"411 WEST 22ND STREET, 1R", ,10011,0,0,0,1900,2,C6,485.00,2017-02-21
252,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,720,42, ,C6,"411 WEST 22ND   STREET, 1F", ,10011,0,0,0,1900,2,C6,1425.00,2017-02-24
253,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,720,65, ,C6,"436 WEST 23RD   STREET, 16F", ,10011,0,0,0,1900,2,C6,705.00,2016-10-06
254,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,720,66, ,C6,"438 WEST 23RD STREET, A", ,10011,0,0,0,1900,2,C6,2575.00,2017-08-25
255,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,720,70, ,C6,"446 WEST 23RD STREET, C", ,10011,0,0,0,1905,2,C6,2200.00,2016-09-07
256,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,720,76, ,C6,"458-460 WEST 23RD STREET, 4A", ,10011,0,0,0,1900,2,C6,1525.00,2016-11-30
257,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,722,13, ,C6,"443-445 WEST 24TH STREET, A", ,10011,0,0,0,1900,2,C6,0.00,2017-02-16
258,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,722,13, ,C6,"443 WEST 24TH STREET, H", ,10011,0,0,0,1900,2,C6,1750.00,2017-03-01
259,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,722,46, ,C6,"408 WEST 25TH STREET, 2FW", ,10001,0,0,0,1910,2,C6,289.00,2016-10-31
260,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,722,47, ,C6,"410 WEST 25TH   STREET, 2B", ,10001,0,0,0,1910,2,C6,670.00,2016-10-28
261,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,722,47, ,C6,"410 WEST 25TH STREET, 4A", ,10001,0,0,0,1910,2,C6,699.00,2016-11-16
262,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,740,45, ,C6,"324 WEST 17TH STREET, 5W", ,10011,0,0,0,1910,2,C6,0.00,2017-01-13
263,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,740,46, ,C6,"326 WEST 17TH STREET, 2W", ,10011,0,0,0,1910,2,C6,180.00,2016-11-30
264,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,740,46, ,C6,"326 WEST 17 STREET, 3E", ,10011,0,0,0,1910,2,C6,0.00,2016-12-20
265,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,740,47, ,C6,"328 WEST 17TH STREET, 5E", ,10011,0,0,0,1900,2,C6,1237.50,2016-11-18
266,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,740,48, ,C6,"330 WEST 17TH STREET, 4W", ,10011,0,0,0,1900,2,C6,1300.00,2017-06-19
267,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,740,50, ,C6,"334 WEST 17TH   STREET, BE", ,10011,0,0,0,1900,2,C6,592.50,2016-09-29
268,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,741,41, ,C6,"310 WEST 18TH   STREET, 5B", ,10011,0,0,0,1900,2,C6,311.00,2016-12-29
269,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,741,41, ,C6,"310 WEST 18TH STREET, 1CGDN", ,10011,0,0,0,1900,2,C6,770.00,2017-04-03
270,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,741,41, ,C6,"310 WEST 18TH   STREET, 3A", ,10011,0,0,0,1900,2,C6,560.00,2017-06-19
271,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,742,57, ,C6,"334 WEST 19TH STREET, PHB", ,10011,0,0,0,1910,2,C6,2000.00,2017-04-10
272,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,742,59, ,C6,"338 WEST 19TH STREET, 1A", ,10011,0,0,0,1920,2,C6,610.00,2016-11-23
273,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,743,6, ,C6,"365 WEST 19TH STREET, 2R", ,10011,0,0,0,1910,2,C6,590.00,2016-12-21
274,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,743,6, ,C6,"365 WEST 19TH STREET, 3R", ,10011,0,0,0,1910,2,C6,1700.00,2017-08-09
275,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,743,74, ,C6,"350 WEST 20TH STREET, 3R", ,10011,0,0,0,1900,2,C6,590.00,2017-06-29
276,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,744,3, ,C6,"360 WEST 21ST, 1A", ,10011,0,0,0,1940,2,C6,441.98,2016-12-27
277,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,744,3, ,C6,"360 WEST 21ST STREET, 4L", ,10011,0,0,0,1940,2,C6,617.78,2017-06-27
278,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,744,3, ,C6,360 W 21, ,10011,0,0,0,1940,2,C6,644.00,2017-06-28
279,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,744,18, ,C6,"337 WEST 20TH STREET, 4M", ,10011,0,0,0,1850,2,C6,1100.00,2017-05-12
280,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,744,19, ,C6,"335 WEST 20TH STREET, BF", ,10011,0,0,0,1900,2,C6,367.50,2017-02-15
281,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,744,32, ,C6,309 WEST 20TH   STREET, ,10011,24,0,24,1850,2,C6,282.00,2016-10-19
282,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,744,32, ,C6,"309 WEST 20TH STREET, 4R", ,10011,0,0,0,1850,2,C6,710.00,2016-09-23
283,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,744,32, ,C6,"309 WEST 20TH   STREET, BSMNT", ,10011,0,0,0,1850,2,C6,282.00,2016-10-19
284,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,745,16, ,C6,"335 WEST 21ST STREET, RW", ,10011,0,0,0,1920,2,C6,1280.00,2017-02-14
285,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,745,16, ,C6,"335 WEST 21ST, FE", ,10011,0,0,0,1920,2,C6,0.00,2017-03-16
286,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,745,16, ,C6,"335 WEST 21ST STREET, 2RE", ,10011,0,0,0,1920,2,C6,455.00,2017-07-10
287,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,745,17, ,C6,"333 WEST 21ST STREET, 4RW", ,10011,0,0,0,1900,2,C6,455.00,2016-11-17
288,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,745,17, ,C6,"333 WEST 21ST STREET, 4FW", ,10011,0,0,0,1900,2,C6,685.00,2017-03-06
289,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,745,17, ,C6,"333 WEST 21ST STREET, 4RE", ,10011,0,0,0,1900,2,C6,550.00,2017-06-30
290,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,745,21, ,C6,"325 WEST 21ST STREET, 6", ,10011,0,0,0,1864,2,C6,622.50,2016-12-19
291,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,745,21, ,C6,"325 WEST 21ST STREET, 12A17", ,10011,0,0,0,1864,2,C6,1350.00,2017-07-26
292,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,745,50, ,C6,"322 WEST 22ND STREET, 4", ,10011,0,0,0,1900,2,C6,999.00,2017-06-06
293,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,745,56, ,C6,"334 WEST 22ND STREET, 26", ,10011,0,0,0,1925,2,C6,490.00,2017-02-01
294,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,745,56, ,C6,"334 WEST 22ND STREET, 18", ,10011,0,0,0,1925,2,C6,690.00,2017-03-01
295,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,745,56, ,C6,"334 WEST 22ND STREET, 6", ,10011,0,0,0,1925,2,C6,999.00,2017-03-22
296,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,745,56, ,C6,"334 WEST 22ND STREET, 24", ,10011,0,0,0,1925,2,C6,470.00,2017-03-08
297,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,745,56, ,C6,"334 WEST 22ND STREET, 1", ,10011,0,0,0,1925,2,C6,434.00,2017-05-17
298,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,746,6, ,C6,"361 WEST 22ND STREET, 2", ,10011,0,0,0,1910,2,C6,1085.00,2016-09-14
299,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,746,71, ,C6,"354 WEST 23RD STREET, 4B", ,10011,0,0,0,1900,2,C6,640.00,2017-04-26
300,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,746,72, ,C6,"356 WEST 23RD STREET, 3C", ,10011,0,0,0,1910,2,C6,440.00,2016-12-21
301,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,765,62, ,C6,"234 WEST 16TH STREET, 4D", ,10011,0,0,0,1915,2,C6,620.00,2016-09-08
302,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,765,62, ,C6,"234 WEST 16TH STREET, 3C", ,10011,0,0,0,1915,2,C6,640.00,2016-09-27
303,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2,765,62, ,C6,"234 WEST 16TH STREET, 3A", ,10011,0,0,0,1915,2,C6,0.00,2017-02-14
